date,open,high,close,low,volume,amount
2013-12-31,8.99,9.12,9.01,8.95,60777696.0,550254848.0
2013-12-30,9.28,9.28,9.09,9.05,75989544.0,696310016.0
2013-12-27,9.03,9.3,9.17,8.9,89037168.0,817191360.0
2013-12-26,9.34,9.37,9.08,9.07,85008496.0,782595776.0
2013-12-25,9.31,9.53,9.41,9.23,83501920.0,784504960.0
2013-12-24,9.43,9.61,9.31,9.23,98358544.0,926265472.0
2013-12-23,9.57,9.63,9.41,9.32,76716112.0,725400704.0
2013-12-20,9.23,9.76,9.69,9.11,194846640.0,1845996160.0
2013-12-19,9.45,9.48,9.19,9.19,68426224.0,638254080.0
2013-12-18,9.21,9.52,9.44,9.05,95101840.0,888323584.0
2013-12-17,9.22,9.45,9.2,9.18,78091240.0,727921856.0
2013-12-16,9.77,9.83,9.2,9.13,221365408.0,2088246400.0
2013-12-13,10.01,10.02,9.91,9.88,70529368.0,702638144.0
2013-12-12,10.0,10.19,10.06,9.87,116674568.0,1174466688.0
2013-12-11,10.04,10.04,9.98,9.8,100860224.0,999569408.0
2013-12-10,9.7,10.26,10.07,9.69,215903712.0,2171432960.0
2013-12-09,9.82,9.86,9.63,9.54,111942800.0,1082232576.0
2013-12-06,9.69,9.91,9.77,9.66,85529968.0,837860608.0
2013-12-05,9.85,9.93,9.68,9.68,96736168.0,949003776.0
2013-12-04,9.82,10.11,9.88,9.7,126309064.0,1261131008.0
2013-12-03,9.54,9.95,9.81,9.4,152761520.0,1487068928.0
2013-12-02,10.47,10.61,9.83,9.83,257618720.0,2605672960.0
2013-11-29,10.87,11.04,10.92,10.83,98448704.0,1080114176.0
2013-11-28,11.06,11.16,10.86,10.82,159430272.0,1749484160.0
2013-11-27,10.77,11.3,11.11,10.7,150780912.0,1671401728.0
2013-11-26,10.87,11.05,10.79,10.68,120686336.0,1309799168.0
2013-11-25,11.23,11.53,10.97,10.96,165104800.0,1856620288.0
2013-11-22,11.57,11.64,11.39,11.27,190290544.0,2177424128.0
2013-11-21,10.87,11.87,11.71,10.78,327194368.0,3714212096.0
2013-11-20,10.86,10.96,10.82,10.64,125543680.0,1357149184.0
2013-11-19,10.77,11.12,10.92,10.68,198921600.0,2174882048.0
2013-11-18,10.67,11.02,10.82,10.38,233089616.0,2510169600.0
2013-11-15,10.21,10.9,10.42,10.16,238015040.0,2519183104.0
2013-11-14,9.93,10.32,10.27,9.59,181020592.0,1819301504.0
2013-11-13,10.05,10.4,10.0,9.91,137236736.0,1393782656.0
2013-11-12,10.48,10.56,10.32,9.77,162248384.0,1660462720.0
2013-11-11,10.68,10.83,10.48,10.32,130181936.0,1386517888.0
2013-11-08,10.42,10.77,10.68,10.19,161614976.0,1703993344.0
